CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
CleanPiterCoast,Baltiisky bulvar,RU,Baltic Sea,89,Urban,Other (mixed),20190608,Cleanup,,30.15431911691785,59.870065769489045,30.153284443671065,59.869458311490966,,4,24,7,2,5,,7,,,,,,,,,,16,,12,5,17,3,293,1,,23,5,12,15,40,8,,,,,,1,,,,,,1,,,,2,,,,,,,,,,,,,,,,8,,,,,,,,,,,,17,,,,,73,8,,,3,2,,,107,4,,,1,,,,,,13,9,1,,3,,5,,,5,1,21,,,3,,,,46,,2,,2,,,,1,,,,,,,,19,23,,,,,,,,,,,,,,,,,102,,,,6,,,,,,,
WWF Denmark,Hanstholm Vildtreservat,DK,North-east Atlantic Ocean,434,Rural,Sandy,20190505,Cleanup,,8.557783710753045,57.08686310428701,8.561289339477367,57.090271457208544,,43,118,,7,8,2,24,,1,,,,,,,,26,,16,,,,6,,,18,1,,,,5,,,1,,,,,,,,1,108,,,,,,,25,,,,,,,13,,,,,,18,129,,,,51,,,,,,,1,,,,,,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,6,,,,,,,,,,1,,2,
WWF Denmark,Hanstholm Vildtreservat,DK,North-east Atlantic Ocean,434,Rural,Sandy,20190831,Cleanup,,8.557783710753045,57.08686310428701,8.561289339477367,57.090271457208544,4,0,77,,15,6,7,15,,,,,,1,,,,54,,66,9,,3,12,3,3,87,,3,6,0,3,,,,,,9,,0,,,39,288,,0,,,,,6,,,,,,5,112,,,24,,,156,64,,30,,228,,,,,,,,3,,,,63,4,,,,,,,8,33,,,,,,,,,6,,,,,,,,,0,,,6,,,,,,,,6,,15,1,,,,,,,,3,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,0,,,39
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20190922,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,2,,,,,1,,
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20200706,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,,,,,,1,0,,2,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20171003,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,,,,2,,,,,,,,,,,,1,,,1,1,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,1,,,
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20150402,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,2,,,,,,,,,1,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,3,,1,,,,,1,,1,,,,1,,,,,,,6,,,4,1,14,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,2,2,,,1,,,,,2,,,,1,,,,,2,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,14,,,,3,,,
"Aarhus University, Denmark ","MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20181006,Monitoring,,12.123961764309032,54.805881753177545,12.124830010285642,54.8066318092434,,,1,,1,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,11,,,,2,,,
gBqsPxAZ,Vicki Cockburn,UK,North-east Atlantic Ocean,122,,Pebbels,20130921,Cleanup,,-1.1681594029340996,50.785868422429765,-1.16643247534371,50.78570383053664,,,4,,,,,7,,,,,,,,,,,,109,,,4,,,,,,,,53,,,2,,,1,,,,,,,117,,,,,1,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum Yazilim Community,Büyükada Beach,TR,Black Sea,563,Urban,Rocky,20190523,Cleanup,,27.68347146555598,40.499964147058606,27.68921195987459,40.50252581627205,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,", 56370 Sarzeau, France",FR,North-east Atlantic Ocean,75,,,20150530,Cleanup,,-2.768460000165783,47.52769999996443,-2.767460000083084,47.52769999996443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Sea NGO Network || MELTEMI,Akra,BG,Black Sea,211,Urban,Other (mixed),20200919,Cleanup,,27.628119,42.457660999999995,27.629186,42.455936,,,45,,32,205,48,,,,,,,,,,,34,,,,,,,,,79,,,,,,,,,,,,,,,,,18,,24,,,,,,,,,,,,,,,,,,78,127,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"31-39 Promenade Des Alizes, Saint-Pi Terre Sainte, France",FR,,180,,,20150530,Cleanup,,55.4848000002998,-21.35099999978537,55.48580000038253,-21.35099999978537,,20,,,50,50,,50,,,,,,,,,,80,,,,,10,40,,,30,,,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,10,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,3,,50,,,,,,,,30,,,
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170724,Cleanup,,8.526254934660129,47.312421732817484,8.526473899010632,47.31196493730283,,3,0,,0,0,,0,,,0,,,,,,,0,0,0,0,9,0,29,0,,5,0,1,0,1,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,11,0,0,0,,,,,1,,0,0,0,,1,0,0,2,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,1,0,0,0
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20180126,Cleanup,,8.526254934660129,47.312421732817484,8.526473899010632,47.31196493730283,,0,1,,0,0,,0,,,,,,,,,,1,,,,,,45,,,24,,,,0,1,,,,,,,,0,,,,1,,0,,,,,,,,,,,,,,,,,,0,6,,,,2,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20171227,Cleanup,,8.526254934660129,47.312421732817484,8.526473899010632,47.31196493730283,,1,2,,0,0,,1,,,,,,,,,,2,,,,,,32,,,18,,,,0,2,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170821,Cleanup,,8.526254934660129,47.312421732817484,8.526473899010632,47.31196493730283,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,5,0,58,0,,5,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,1,0,0,0,0,4,1,0,0,,,,,0,,0,0,0,,3,0,0,1,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,3,0,0,0
Legambiente Onlus,via lungomare Tafuri Salerno (SA),IT,Mediterranean Sea,100,,,20180429,Monitoring,,0.00013271260849216909,0.00036536818224958194,0.00013272159166321517,0.00036536818224958194,,15,34,,6,70,3,6,2,3,,1,,1,,,,21,2,,,25,5,145,5,5,5,,12,18,5,,,,,1,,,,,,,,,,,,,,4,12,,,,,,,,,,,3,,,,,7,,61,20,,,,,,,,,15,,,,,,,,,,,,,,1,,,,,3,,12,,,,,,,,,7,2,,12,22,10,10,,3,7,,1,,,,,,,,,3,2,22,,,15,,4,,,,,1,,,,11,,70,,,1,15,,2,2,4,,,,,,,
gBqsPxAZ,mamaia,RO,Black Sea,33932,Urban,Sandy,20140405,Cleanup,,28.642775096063076,44.15694052920619,28.793789128558235,44.44252100215789,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marnoba,"Razo Da Costa, A Coruña",ES,North-east Atlantic Ocean,100,Urban,Sandy,20180721,Cleanup,,-8.71162,43.28949999999999,-8.710620000000002,43.28949999999999,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,"Spiaggia di Marina di Vecchiano, Pisa (PI)",IT,Mediterranean Sea,100,,,20150426,Monitoring,,10.269330000106994,43.7817200000828,10.270330000189727,43.7817200000828,,43,26,,57,43,10,55,,16,4,,,1,,1,,333,,,,,14,155,11,,16,,8,20,3,,,1,2,,,,,,,,,15,,,,,,5,88,,,,,,,1,,,2,14,,33,1938,,,,,,,,,,,,,,,,,,,,1,12,,,24,2,,,,,,,,1,,10,6,,,,,,1,24,2,,,2,17,,2,,,59,6,,3,,,,,,,,,4,13,2,39,5,,,,,,,,,,,2,,,,18,,18,,4,,,,,,,4,,
Surfrider Foundation Europe,"17 Le Marais, 50660 Lingreville, France",FR,North-east Atlantic Ocean,72,,,20150516,Cleanup,,-1.5626600001525766,48.944000000173034,-1.561660000069844,48.944000000173034,,1,,,1,1,,3,,,,,,,,,,2,,,,,,1,,,5,1,,1,,,,,,,,,,,,,,146,,,,28,,,3,,,,,,,,,,,,,,,,12,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,
Surfrider Foundation Europe,"Calanque du Mugel, 13600 La Ciotat, France",,Mediterranean Sea,350,,,20190921,Cleanup,,5.6057408,43.1662481,5.6057408,43.166248106552054,,,,,11,6,,108,,,17,,,,,,,,,,,,,,,,,,,15,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,0
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180920,Cleanup,RO000007,28.630480000296405,44.310210000190864,28.63005000012611,44.30936000021033,,2,142,5,3,4,,2,1,1,,,,,,,,60,15,9,6,17,5,1874,,,228,4,6,26,5,90,12,2,,,,,,,,,11,9,,1,1,3,,,,,,,,,11,10,3,,,,,35,3,,72,1,18,,,,,1,1,1,,,,1,13,,,,1,3,,,12,14,,,,,,2,,,9,11,,,,,20,,2,28,,3,,,9,32,,,,52,1,,50,,,,2,,2,,,,13,,16,30,,,,,,3,,,,,8,,5,,3,1,,,,23,,,,,94,,,
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20171018,Cleanup,RO000007,28.630480000296405,44.310210000190864,28.63005000012611,44.30936000021033,,31,189,24,9,15,1,1,1,1,,,,,,,,228,33,20,16,22,4,1237,2,2,164,20,22,87,26,101,7,1,,,,,,,,,13,37,8,5,,1,,,,,2,,,1,17,3,,,,,,18,73,,154,1,4,,,,,7,,8,,,,1,5,,,,,3,1,,8,5,,,,,,3,,1,9,14,5,1,2,,12,,1,34,1,12,1,,11,13,9,,,20,4,,125,,,,2,,,36,2,2,36,,5,14,,,,11,,8,,,,2,13,,4,86,1,,176,2,,3,584,,,,,2,,
Surfrider Foundation Europe,"10 Rue Alfred Basle, 35260 Cancale, France",FR,North-east Atlantic Ocean,750,,,20190519,Cleanup,,-1.8513372,48.70133599999999,-1.8513372,48.70133600592873,,2,,,4,,,27,,,4,,,,,,,14,,,,,,524,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,524,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,0
gBqsPxAZ,forum,FR,North-east Atlantic Ocean,100,Urban,Other (mixed),20160506,Cleanup,,-3.516423629056443,48.83283979140423,-3.5159416379907715,48.83368297941519,,,1,,1,,,,,,,,,,,,,,,,,,,4,,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,12,7,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,277,,,
Surfrider Foundation Europe," D106E3 D106E3 Unnamed Road, 33950 Lège-Cap-Ferret, France",FR,North-east Atlantic Ocean,79,,,20140527,Cleanup,,-1.234639999883163,44.79839999985986,-1.233639999800464,44.79839999985986,,5,,,5,10,,10,,,,,,,,,,30,,,,,,20,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,5,,15,,,,,,,,20,,,
Surfrider Foundation Europe,"Calle Astillero, 12, 33430 Cand?s, Asturias, Espagne",ES,North-east Atlantic Ocean,750,,,20190427,Cleanup,,-5.762957000000001,43.5888388,-5.762957000000001,43.58883880650655,,12,,,4,3,,1,,,1,,,,,,,10,,,,,,276,,,16,24,3,1,3,36,,,,,,,,,7,,,100,,,,50,,,1,,,,,,,,,,,1,,,,,10,,6,,,,,,,,,,,,5,,,,,1,,,,2,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14,,,0
Surfrider Foundation Europe,"8501 Rue de l'?glise, 27740 Poses, France",,Unknown,750,,,20190519,Cleanup,,1.2495199,49.2957058,1.2495199,49.29570580585841,,6,,,15,5,,5,,,,,,,,,,20,,,,,110,237,,,35,4,,11,2,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,16,,,6,,,,,,,,,,,,,,,1,,10,,,,,,,,,,,0
Marnoba,"Racó de Mar, Valencia/València",ES,Mediterranean Sea,100,Urban,Sandy,20160808,Cleanup,,-0.203055561,39.67833327999999,-0.202055561,39.67833327999999,,,,,,,,3,,,,,,,,,,1,,,,,,29,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Marnoba,"Racó de Mar, Valencia/València",ES,Mediterranean Sea,100,Urban,Sandy,20160809,Cleanup,,-0.203055561,39.67833327999999,-0.202055561,39.67833327999999,,,,,,,,1,,,,,,,,,,1,,,,,,31,,,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Spain",ES,Mediterranean Sea,750,,,20191124,Cleanup,,2.1885719,41.37496829999999,2.1885719,41.374968306740946,,,,,6,2,,,,,,,,,,,,31,,,,,1,600,,,,11,4,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,23,,,33,,,,,,,,,,,,,,,,,7,,,,,,,,,,,0
Surfrider Foundation Europe,"Passeig de Joan de Borb?, 78, 08003 Barcelona, Spain",ES,Mediterranean Sea,750,,,20191208,Cleanup,,2.1885719,41.37496829999999,2.1885719,41.374968306740946,,,,,12,,,,,,,,,,,,,71,,,,,2,250,,,,10,3,22,9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,25,,,10,,,,,,,,,,,,,,,,,4,,,,,,,,,,,0
Marnoba,"Cala del Pino, Málaga",ES,Mediterranean Sea,100,Urban,Other (mixed),20150805,Cleanup,,-3.8013888890000005,36.7469444,-3.8003888890000006,36.7469444,,,,,,,,1,,,,,,,,,,2,,,,,,4,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,0,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,Spiaggia libera di Lago Patria - Castel Volturno (CE),IT,Mediterranean Sea,100,,,20180408,Monitoring,,0.00012598512532934446,0.00036753851196540154,0.00012599410850039054,0.00036753851196540154,,43,,,48,52,,28,,,,,,,,1,1,50,,,,11,4,35,,,,,,54,12,8,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,2,,7,,,3,2,3,,,,,,,,,427,,,132,,,,4,,,,7,1,1,,1,,,,,,4,1,3,,,,2,,,,,3,,,,,,,14,2,2,,,,,,,,,7,,1,10,2,1,,,,,,,,,,,,,,,1,1,,28,,,,,,,,,,,
Surfrider Foundation Europe,"Avenue Mathias Delobel, 59800 Lille, France",,Unknown,750,,,20190519,Cleanup,,3.0451511,50.637023299999996,3.0451511,50.63702330569739,,10,,,4,2,,10,,,1,,,,,,,30,,,,,,1500,,,30,12,,4,,21,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,5,,,8,,,,,,,,,,,,,,,2,,11,,,,,,,,4,,,0
Marnoba,"Sabinillas, Málaga",ES,Mediterranean Sea,100,Urban,Sandy,20130918,Cleanup,,-5.224523,36.36693999999999,-5.223522999999999,36.36693999999999,,4,,,,,,2,,,,,,,,,,5,,,,,,100,,,37,,,,,13,,,,,,,,,,,,56,4,,,,,,,,,,,,6,0,,,,,,,,,32,1,,,,,,,,,,,,,8,0,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,1,,,,,,,1,,,,,,,,,8,,,,,,,,,,,,,,,1,,,,,,1,,,,,20,1,
gBqsPxAZ,METU Beach,TR,Mediterranean Sea,1468,Near river mouth,Sandy,20190311,Cleanup,,34.2514459025031,36.56194296311174,34.261488755664125,36.57240567618001,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,"Spiaggia di Pioppi, Salerno (SA)",IT,Mediterranean Sea,100,,,20160514,Cleanup,,15.089830000385692,40.17385999974702,15.090829999570094,40.17385999974702,,,,2,7,,1,,,,,,,,,,,7,,,,,,,,,1,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,,,,53,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,5,1,,,,,,,,,,,1,63,,9,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
Institute for Water of the Republic of Slovenia,Debeli rtic 1,IT,Mediterranean Sea,168,Urban,Pebbels,20130823,Cleanup,DR1,13.711934795269755,45.593334688111405,13.709786849763585,45.59350053834003,,2,,,4,2,,6,,,,,,,1,,,2,,,,1,,12,1,,1,,,3,1,2,,,,,,,,4,,,,2,,,,1,,,1,,,,,,2,3,,,,1,,,13,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,66,,,
gBqsPxAZ,Strunjan,IT,Mediterranean Sea,728,Urban,Pebbels,20190128,Cleanup,,13.732617049415843,45.609026249207204,13.724640594496138,45.60557307863727,,6,3,,2,1,,4,,,,,,,,,,6,,,,,,6,,,4,,,,3,5,,,,,,,,17,,,,4,,91,,,,,,,,,,,,,,,,,,62,5,,,,55,,,,,,,,,,,,57,,,,,,,,1,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
MELTEMI BalkanMed,Komi A,GR,Mediterranean Sea,104,Rural,Sandy,20180403,Monitoring,,26.04161999999956,38.20060599999934,26.04269999999959,38.201000999999344,,9,3,3,7,4,2,2,10,,,,,,,2,,156,,26,3,2,3,175,2,1,6,4,10,13,,51,,,,,,,,,,,20,28,1,,,,,,7,10,3,,,1,,11,,,,,,7,,,822,,5,,,,,,,,,,,,46,,,4,2,1,,,46,,,,2,,,,,,1,,,,,,,,,1,,,,,4,,,,3,,,,,,,,,,,10,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20170827,Cleanup,,7.61034882627393,47.55821758176362,7.6099444676150885,47.55809759619177,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,1,,,,1,0,0,0
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20171126,Cleanup,,7.61034882627393,47.55821758176362,7.6099444676150885,47.55809759619177,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,1,0,0,0
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20171029,Cleanup,,7.61034882627393,47.55821758176362,7.6099444676150885,47.55809759619177,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,1,,,,2,0,0,0
Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20170423,Cleanup,,7.61034882627393,47.55821758176362,7.6099444676150885,47.55809759619177,,0,0,,1,0,,0,,,0,,,,,,,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,1,1,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,4,0,0,0,,,,,0,,0,0,0,,0,0,0,2,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,5,0,0,1
